article_id,title,newspaper_id,newspaper_title,page,date,category,words,illustrated,corrections,url,page_url
236351629,ABORIGINAL DELEGATES IN CONFERENCE Transport strike for more pay,1002,"Tribune (Sydney, NSW : 1939 - 1976)",10,1965-10-20,Article,235,Y,0,http://nla.gov.au/nla.news-article236351629,http://trove.nla.gov.au/newspaper/page/25604260
236351645,What's On,1002,"Tribune (Sydney, NSW : 1939 - 1976)",11,1966-04-13,"Detailed lists, results, guides",253,N,0,http://nla.gov.au/nla.news-article236351645,http://trove.nla.gov.au/newspaper/page/25604544
236351661,Australian addresses CPSU Congress,1002,"Tribune (Sydney, NSW : 1939 - 1976)",8,1966-04-13,Article,749,N,0,http://nla.gov.au/nla.news-article236351661,http://trove.nla.gov.au/newspaper/page/25604541
236347581,Vehicle builders sacked,1002,"Tribune (Sydney, NSW : 1939 - 1976)",5,1965-07-28,Article,277,N,0,http://nla.gov.au/nla.news-article236347581,http://trove.nla.gov.au/newspaper/page/25604107
236351677,Literary Comment A bonfire of books,1002,"Tribune (Sydney, NSW : 1939 - 1976)",6,1966-04-13,Article,399,N,0,http://nla.gov.au/nla.news-article236351677,http://trove.nla.gov.au/newspaper/page/25604537
236347597,Sir Isaac on wharfies,1002,"Tribune (Sydney, NSW : 1939 - 1976)",9,1965-09-29,Article,441,N,0,http://nla.gov.au/nla.news-article236347597,http://trove.nla.gov.au/newspaper/page/25604223
236351693,"SOVIET CALL FOR A ""FRONT"" AGAINST A NEW WORLD WAR",1002,"Tribune (Sydney, NSW : 1939 - 1976)",3,1966-04-13,Article,801,N,0,http://nla.gov.au/nla.news-article236351693,http://trove.nla.gov.au/newspaper/page/25604534
236347613,"Not criminals, but public benefactors Truth about the wharfies",1002,"Tribune (Sydney, NSW : 1939 - 1976)",2,1965-09-29,Article,853,N,0,http://nla.gov.au/nla.news-article236347613,http://trove.nla.gov.au/newspaper/page/25604216
236351709,"S.O.S. FOR SONS, CONSCRIPTS",1002,"Tribune (Sydney, NSW : 1939 - 1976)",9,1965-05-26,Article,472,N,0,http://nla.gov.au/nla.news-article236351709,http://trove.nla.gov.au/newspaper/page/25604003
236347629,PRISONS CAN'T STOP REVOLT INS. AFRICA,1002,"Tribune (Sydney, NSW : 1939 - 1976)",5,1965-09-29,Article,1027,N,0,http://nla.gov.au/nla.news-article236347629,http://trove.nla.gov.au/newspaper/page/25604219
236351725,Gaps? There's not even a fence!,1002,"Tribune (Sydney, NSW : 1939 - 1976)",2,1965-05-26,Article,557,N,0,http://nla.gov.au/nla.news-article236351725,http://trove.nla.gov.au/newspaper/page/25603996
236347645,TRIBUNE Time to end this dangerous farce,1002,"Tribune (Sydney, NSW : 1939 - 1976)",2,1965-09-29,Article,466,N,0,http://nla.gov.au/nla.news-article236347645,http://trove.nla.gov.au/newspaper/page/25604216
236351741,NATO meeting finished early,1002,"Tribune (Sydney, NSW : 1939 - 1976)",5,1965-05-26,Article,189,N,0,http://nla.gov.au/nla.news-article236351741,http://trove.nla.gov.au/newspaper/page/25603999
236347661,Country affairs Fowl tax,1002,"Tribune (Sydney, NSW : 1939 - 1976)",11,1965-05-12,Article,447,N,0,http://nla.gov.au/nla.news-article236347661,http://trove.nla.gov.au/newspaper/page/25603981
236351757,What's On,1002,"Tribune (Sydney, NSW : 1939 - 1976)",11,1965-05-26,Article,239,N,0,http://nla.gov.au/nla.news-article236351757,http://trove.nla.gov.au/newspaper/page/25604005
236347677,No title,1002,"Tribune (Sydney, NSW : 1939 - 1976)",1,1965-05-12,Article,19,Y,0,http://nla.gov.au/nla.news-article236347677,http://trove.nla.gov.au/newspaper/page/25603963
236347693,Television stars at ICD Concert,1002,"Tribune (Sydney, NSW : 1939 - 1976)",8,1965-05-12,Article,867,N,0,http://nla.gov.au/nla.news-article236347693,http://trove.nla.gov.au/newspaper/page/25603976
236347709,OTHER NEEDS,1002,"Tribune (Sydney, NSW : 1939 - 1976)",2 S,1965-05-12,Article,215,N,0,http://nla.gov.au/nla.news-article236347709,http://trove.nla.gov.au/newspaper/page/25603970
236347725,Wharfies call for action over wage & pension demands,1002,"Tribune (Sydney, NSW : 1939 - 1976)",12,1965-02-24,Article,375,N,0,http://nla.gov.au/nla.news-article236347725,http://trove.nla.gov.au/newspaper/page/25603830
236347741,No title,1002,"Tribune (Sydney, NSW : 1939 - 1976)",2,1965-02-24,Article,11,Y,0,http://nla.gov.au/nla.news-article236347741,http://trove.nla.gov.au/newspaper/page/25603820
236347757,Law school discusses Isa dispute,1002,"Tribune (Sydney, NSW : 1939 - 1976)",8,1965-02-24,Article,354,N,0,http://nla.gov.au/nla.news-article236347757,http://trove.nla.gov.au/newspaper/page/25603826
236347773,Got a Minute,1002,"Tribune (Sydney, NSW : 1939 - 1976)",10,1966-04-20,Article,387,N,0,http://nla.gov.au/nla.news-article236347773,http://trove.nla.gov.au/newspaper/page/25604554
236347789,"Socialist Poland's salute to 1,000 years of history",1002,"Tribune (Sydney, NSW : 1939 - 1976)",6,1966-04-20,Article,1309,Y,0,http://nla.gov.au/nla.news-article236347789,http://trove.nla.gov.au/newspaper/page/25604551
236347805,Dylan and Yevtushenko,1002,"Tribune (Sydney, NSW : 1939 - 1976)",4,1966-04-20,Article,278,N,0,http://nla.gov.au/nla.news-article236347805,http://trove.nla.gov.au/newspaper/page/25604549
236347821,Advertising,1002,"Tribune (Sydney, NSW : 1939 - 1976)",12,1966-04-20,Advertising,36,N,0,http://nla.gov.au/nla.news-article236347821,http://trove.nla.gov.au/newspaper/page/25604556
236347837,CPUSA Convention this week,1002,"Tribune (Sydney, NSW : 1939 - 1976)",9,1966-06-22,Article,275,N,0,http://nla.gov.au/nla.news-article236347837,http://trove.nla.gov.au/newspaper/page/25604660
236347853,Film honours 5-ways,1002,"Tribune (Sydney, NSW : 1939 - 1976)",6,1966-06-22,Article,470,Y,0,http://nla.gov.au/nla.news-article236347853,http://trove.nla.gov.au/newspaper/page/25604658
236347869,Living standards Conference will attract pensioners,1002,"Tribune (Sydney, NSW : 1939 - 1976)",3,1966-06-22,Article,521,Y,0,http://nla.gov.au/nla.news-article236347869,http://trove.nla.gov.au/newspaper/page/25604655
236347885,No title,1002,"Tribune (Sydney, NSW : 1939 - 1976)",10,1965-06-02,Article,64,Y,0,http://nla.gov.au/nla.news-article236347885,http://trove.nla.gov.au/newspaper/page/25604016
236347901,"LETTERS ""CRIME AND FOLLY"" OF INVADING VIETNAM",1002,"Tribune (Sydney, NSW : 1939 - 1976)",9,1965-06-02,Article,199,N,0,http://nla.gov.au/nla.news-article236347901,http://trove.nla.gov.au/newspaper/page/25604015
236347917,Wharfies lead defence of democratic rights,1002,"Tribune (Sydney, NSW : 1939 - 1976)",1,1965-06-02,Article,456,N,0,http://nla.gov.au/nla.news-article236347917,http://trove.nla.gov.au/newspaper/page/25604007
236347933,"Wharfies levy £5,500 to aid Torres Islanders",1002,"Tribune (Sydney, NSW : 1939 - 1976)",11,1965-06-02,Article,663,N,0,http://nla.gov.au/nla.news-article236347933,http://trove.nla.gov.au/newspaper/page/25604017
236347949,VIETNAM FORUM MONDAY,1002,"Tribune (Sydney, NSW : 1939 - 1976)",11,1965-10-06,Article,71,N,0,http://nla.gov.au/nla.news-article236347949,http://trove.nla.gov.au/newspaper/page/25604237
236347965,"LETTERS On the fringe benefits for bus, rail workers",1002,"Tribune (Sydney, NSW : 1939 - 1976)",9,1965-10-06,Article,395,N,0,http://nla.gov.au/nla.news-article236347965,http://trove.nla.gov.au/newspaper/page/25604235
236347981,SEEKS ACTION AGAINST WAR TOYS,1002,"Tribune (Sydney, NSW : 1939 - 1976)",7,1965-10-06,Article,122,N,0,http://nla.gov.au/nla.news-article236347981,http://trove.nla.gov.au/newspaper/page/25604233
236347997,"'Friendship, solidarity' of communists of France and Vietnam",1002,"Tribune (Sydney, NSW : 1939 - 1976)",4,1965-10-06,Article,882,N,0,http://nla.gov.au/nla.news-article236347997,http://trove.nla.gov.au/newspaper/page/25604230
236348013,HOW TO VOTE COMMUNIST,1002,"Tribune (Sydney, NSW : 1939 - 1976)",10,1965-04-28,"Detailed lists, results, guides",237,N,0,http://nla.gov.au/nla.news-article236348013,http://trove.nla.gov.au/newspaper/page/25603948
236348029,A new series of Australian short stories BOOK REVIEW,1002,"Tribune (Sydney, NSW : 1939 - 1976)",7,1965-04-28,Article,399,Y,0,http://nla.gov.au/nla.news-article236348029,http://trove.nla.gov.au/newspaper/page/25603943
236348045,Sukarno should be invited here,1002,"Tribune (Sydney, NSW : 1939 - 1976)",4,1965-04-28,Article,319,N,0,http://nla.gov.au/nla.news-article236348045,http://trove.nla.gov.au/newspaper/page/25603940
236348061,International women's day in Perth,1002,"Tribune (Sydney, NSW : 1939 - 1976)",10,1965-03-31,Article,183,N,0,http://nla.gov.au/nla.news-article236348061,http://trove.nla.gov.au/newspaper/page/25603890
236348077,Democracy among the young ones,1002,"Tribune (Sydney, NSW : 1939 - 1976)",8,1965-03-31,Article,152,Y,0,http://nla.gov.au/nla.news-article236348077,http://trove.nla.gov.au/newspaper/page/25603888
236348093,When the Duke had gone the wharfies moved in,1002,"Tribune (Sydney, NSW : 1939 - 1976)",5,1965-03-31,Article,1189,Y,0,http://nla.gov.au/nla.news-article236348093,http://trove.nla.gov.au/newspaper/page/25603885
236348109,Got a Minute With Tribune's Industrial Roundsman,1002,"Tribune (Sydney, NSW : 1939 - 1976)",12,1965-03-31,Article,375,N,0,http://nla.gov.au/nla.news-article236348109,http://trove.nla.gov.au/newspaper/page/25603892
236348125,A letter to Sir Robert,1002,"Tribune (Sydney, NSW : 1939 - 1976)",9,1965-08-11,Article,85,N,0,http://nla.gov.au/nla.news-article236348125,http://trove.nla.gov.au/newspaper/page/25604137
236348141,W. GERMANY LIGHTS THE FIRE AGAIN,1002,"Tribune (Sydney, NSW : 1939 - 1976)",7,1965-08-11,Article,995,Y,0,http://nla.gov.au/nla.news-article236348141,http://trove.nla.gov.au/newspaper/page/25604135
236348157,An Angle on Socialism,1002,"Tribune (Sydney, NSW : 1939 - 1976)",4,1965-08-11,Article,522,N,0,http://nla.gov.au/nla.news-article236348157,http://trove.nla.gov.au/newspaper/page/25604132
236348173,Advertising,1002,"Tribune (Sydney, NSW : 1939 - 1976)",11,1966-01-19,Advertising,93,N,0,http://nla.gov.au/nla.news-article236348173,http://trove.nla.gov.au/newspaper/page/25604401
236348189,Decimal-style,1002,"Tribune (Sydney, NSW : 1939 - 1976)",9,1966-01-19,Article,10,Y,0,http://nla.gov.au/nla.news-article236348189,http://trove.nla.gov.au/newspaper/page/25604399
236348205,"Thanks to the ""Lion""",1002,"Tribune (Sydney, NSW : 1939 - 1976)",1,1966-01-19,Article,409,N,0,http://nla.gov.au/nla.news-article236348205,http://trove.nla.gov.au/newspaper/page/25604391
236348221,Report all price rises under cloak of decimal change!,1002,"Tribune (Sydney, NSW : 1939 - 1976)",3,1966-01-19,Article,572,N,0,http://nla.gov.au/nla.news-article236348221,http://trove.nla.gov.au/newspaper/page/25604393
236348237,"""BRISBANE LADIES"" AT WOLLONGONG",1002,"Tribune (Sydney, NSW : 1939 - 1976)",8,1965-05-19,Article,203,Y,0,http://nla.gov.au/nla.news-article236348237,http://trove.nla.gov.au/newspaper/page/25603990
236348253,Advertising,1002,"Tribune (Sydney, NSW : 1939 - 1976)",6,1965-05-19,Advertising,1,N,0,http://nla.gov.au/nla.news-article236348253,http://trove.nla.gov.au/newspaper/page/25603988
236348269,CPA overfulfills membership target,1002,"Tribune (Sydney, NSW : 1939 - 1976)",12,1965-05-19,Article,191,N,0,http://nla.gov.au/nla.news-article236348269,http://trove.nla.gov.au/newspaper/page/25603994
236348285,Tin workers strike for more pay,1002,"Tribune (Sydney, NSW : 1939 - 1976)",11,1965-05-19,Article,119,N,0,http://nla.gov.au/nla.news-article236348285,http://trove.nla.gov.au/newspaper/page/25603993
236348301,Got a Minute,1002,"Tribune (Sydney, NSW : 1939 - 1976)",10,1966-02-16,Article,396,N,0,http://nla.gov.au/nla.news-article236348301,http://trove.nla.gov.au/newspaper/page/25604448
236348317,CALL TO PEG RATES INCOME TO '65 LEVEL,1002,"Tribune (Sydney, NSW : 1939 - 1976)",8,1966-02-16,Article,817,Y,0,http://nla.gov.au/nla.news-article236348317,http://trove.nla.gov.au/newspaper/page/25604446
236348333,No title,1002,"Tribune (Sydney, NSW : 1939 - 1976)",4,1966-02-16,Article,16,Y,0,http://nla.gov.au/nla.news-article236348333,http://trove.nla.gov.au/newspaper/page/25604443
236348349,Prices Index does NOT show cost of living trends,1002,"Tribune (Sydney, NSW : 1939 - 1976)",11,1966-05-04,Article,978,N,0,http://nla.gov.au/nla.news-article236348349,http://trove.nla.gov.au/newspaper/page/25604581
236348365,They said it!,1002,"Tribune (Sydney, NSW : 1939 - 1976)",2,1966-05-04,Article,192,Y,0,http://nla.gov.au/nla.news-article236348365,http://trove.nla.gov.au/newspaper/page/25604572
236348381,"CONSCRIPTION-- The injustice and the resentment ""I don't want to go to Vietnam""",1002,"Tribune (Sydney, NSW : 1939 - 1976)",5,1966-05-04,Article,904,Y,0,http://nla.gov.au/nla.news-article236348381,http://trove.nla.gov.au/newspaper/page/25604575
236348397,ON THE INDUSTRIAL SCENE ARBITRATION UNDER FIRE FROM A.C.T.U. GMH verdict consequence,1002,"Tribune (Sydney, NSW : 1939 - 1976)",10,1966-10-05,Article,485,Y,0,http://nla.gov.au/nla.news-article236348397,http://trove.nla.gov.au/newspaper/page/25604843
236348413,Man to the North,1002,"Tribune (Sydney, NSW : 1939 - 1976)",6,1966-10-05,Article,218,N,0,http://nla.gov.au/nla.news-article236348413,http://trove.nla.gov.au/newspaper/page/25604840
236348429,Stockmen's strike,1002,"Tribune (Sydney, NSW : 1939 - 1976)",4,1966-10-05,Article,198,N,0,http://nla.gov.au/nla.news-article236348429,http://trove.nla.gov.au/newspaper/page/25604838
236348445,Advertising,1002,"Tribune (Sydney, NSW : 1939 - 1976)",3,1966-10-05,Advertising,124,N,0,http://nla.gov.au/nla.news-article236348445,http://trove.nla.gov.au/newspaper/page/25604837
236348461,Advertising,1002,"Tribune (Sydney, NSW : 1939 - 1976)",2,1966-01-26,Advertising,17,N,0,http://nla.gov.au/nla.news-article236348461,http://trove.nla.gov.au/newspaper/page/25604406
236348477,"What's On MEETINGS, LECTURES, ETC.",1002,"Tribune (Sydney, NSW : 1939 - 1976)",11,1966-01-26,"Detailed lists, results, guides",329,N,0,http://nla.gov.au/nla.news-article236348477,http://trove.nla.gov.au/newspaper/page/25604415
236348493,B.B.C'S MERCILESS FAREWELL TO MING,1002,"Tribune (Sydney, NSW : 1939 - 1976)",11,1966-01-26,Article,792,Y,0,http://nla.gov.au/nla.news-article236348493,http://trove.nla.gov.au/newspaper/page/25604415
236348509,AEU men give 'green light',1002,"Tribune (Sydney, NSW : 1939 - 1976)",10,1966-03-09,Article,160,N,0,http://nla.gov.au/nla.news-article236348509,http://trove.nla.gov.au/newspaper/page/25604483
236348525,THE SNOWMAN COMP.,1002,"Tribune (Sydney, NSW : 1939 - 1976)",8,1966-03-09,Article,182,Y,0,http://nla.gov.au/nla.news-article236348525,http://trove.nla.gov.au/newspaper/page/25604481
236348541,AMUSEMENTS,1002,"Tribune (Sydney, NSW : 1939 - 1976)",12,1966-03-09,"Detailed lists, results, guides",362,N,0,http://nla.gov.au/nla.news-article236348541,http://trove.nla.gov.au/newspaper/page/25604485
236348557,What's On,1002,"Tribune (Sydney, NSW : 1939 - 1976)",11,1966-03-09,"Detailed lists, results, guides",148,N,0,http://nla.gov.au/nla.news-article236348557,http://trove.nla.gov.au/newspaper/page/25604484
236348573,Woollahra Council increases rates: Council rejects rates petition,1002,"Tribune (Sydney, NSW : 1939 - 1976)",11,1966-03-23,Article,216,N,0,http://nla.gov.au/nla.news-article236348573,http://trove.nla.gov.au/newspaper/page/25604506
236348589,World poultry farmers will meet in Kiev,1002,"Tribune (Sydney, NSW : 1939 - 1976)",8,1966-03-23,Article,535,N,0,http://nla.gov.au/nla.news-article236348589,http://trove.nla.gov.au/newspaper/page/25604503
236348605,What appened to the ealists?,1002,"Tribune (Sydney, NSW : 1939 - 1976)",6,1966-03-23,Article,651,Y,0,http://nla.gov.au/nla.news-article236348605,http://trove.nla.gov.au/newspaper/page/25604502
236348621,France leaves NATO,1002,"Tribune (Sydney, NSW : 1939 - 1976)",12,1966-03-23,Article,305,N,0,http://nla.gov.au/nla.news-article236348621,http://trove.nla.gov.au/newspaper/page/25604507
236348637,Rate is steady at Newcastle,1002,"Tribune (Sydney, NSW : 1939 - 1976)",11,1966-03-16,Article,72,N,0,http://nla.gov.au/nla.news-article236348637,http://trove.nla.gov.au/newspaper/page/25604495
236348653,Operation Door-knock District drive on prices,1002,"Tribune (Sydney, NSW : 1939 - 1976)",3,1966-03-16,Article,282,N,0,http://nla.gov.au/nla.news-article236348653,http://trove.nla.gov.au/newspaper/page/25604488
236348669,"""Night of the Auk""",1002,"Tribune (Sydney, NSW : 1939 - 1976)",6,1966-03-16,Article,333,N,0,http://nla.gov.au/nla.news-article236348669,http://trove.nla.gov.au/newspaper/page/25604491
236348685,CHALLENGE TO ASKIN,1002,"Tribune (Sydney, NSW : 1939 - 1976)",12,1966-03-16,Article,78,N,0,http://nla.gov.au/nla.news-article236348685,http://trove.nla.gov.au/newspaper/page/25604496
236348701,Teachers call for Educ. Commission,1002,"Tribune (Sydney, NSW : 1939 - 1976)",8,1965-03-17,Article,230,N,0,http://nla.gov.au/nla.news-article236348701,http://trove.nla.gov.au/newspaper/page/25603864
236348717,"Tourist Sketch Book From Goa to Rostok in the ""Erfurt""",1002,"Tribune (Sydney, NSW : 1939 - 1976)",6,1965-03-17,Article,1064,N,0,http://nla.gov.au/nla.news-article236348717,http://trove.nla.gov.au/newspaper/page/25603862
236348733,"Five years after Sharpeville They fried hard, too in Selma, Alabama",1002,"Tribune (Sydney, NSW : 1939 - 1976)",4,1965-03-17,Article,566,Y,0,http://nla.gov.au/nla.news-article236348733,http://trove.nla.gov.au/newspaper/page/25603860
236348749,Tribune Art Competition,1002,"Tribune (Sydney, NSW : 1939 - 1976)",10,1965-03-17,Article,58,Y,0,http://nla.gov.au/nla.news-article236348749,http://trove.nla.gov.au/newspaper/page/25603866
236348765,Nasser: leave Syria alone,1002,"Tribune (Sydney, NSW : 1939 - 1976)",9,1966-08-03,Article,394,Y,0,http://nla.gov.au/nla.news-article236348765,http://trove.nla.gov.au/newspaper/page/25604731
236348781,In place of patronage Art affairs,1002,"Tribune (Sydney, NSW : 1939 - 1976)",6,1966-08-03,Article,386,N,0,http://nla.gov.au/nla.news-article236348781,http://trove.nla.gov.au/newspaper/page/25604729
236348797,In 20 years fighting against France and the USA Vietnam loses FIVE MILLION DEAD,1002,"Tribune (Sydney, NSW : 1939 - 1976)",4,1966-08-03,Article,782,Y,0,http://nla.gov.au/nla.news-article236348797,http://trove.nla.gov.au/newspaper/page/25604727
236348813,Dancers in a great tradition,1002,"Tribune (Sydney, NSW : 1939 - 1976)",11,1966-05-11,Article,341,N,0,http://nla.gov.au/nla.news-article236348813,http://trove.nla.gov.au/newspaper/page/25604593
236348829,"Death of ""Mick"" Prendergast",1002,"Tribune (Sydney, NSW : 1939 - 1976)",8,1966-05-11,Article,210,N,0,http://nla.gov.au/nla.news-article236348829,http://trove.nla.gov.au/newspaper/page/25604590
236348845,"Station strike 'only the beginning"" ABORIGINES JOIN WAGES FIGHT City unions' support",1002,"Tribune (Sydney, NSW : 1939 - 1976)",1,1966-05-11,Article,514,N,0,http://nla.gov.au/nla.news-article236348845,http://trove.nla.gov.au/newspaper/page/25604583
236348861,Letters to the Editor FIND Mr. McMAHON'S IDEALS,1002,"Tribune (Sydney, NSW : 1939 - 1976)",4,1966-05-11,Article,409,N,0,http://nla.gov.au/nla.news-article236348861,http://trove.nla.gov.au/newspaper/page/25604586
236348877,Postal workers stop to back wage claim,1002,"Tribune (Sydney, NSW : 1939 - 1976)",12,1965-03-24,Article,437,N,0,http://nla.gov.au/nla.news-article236348877,http://trove.nla.gov.au/newspaper/page/25603880
236348893,LETTERS The time has come for community action ion the medical funds,1002,"Tribune (Sydney, NSW : 1939 - 1976)",9,1965-03-24,Article,429,N,0,http://nla.gov.au/nla.news-article236348893,http://trove.nla.gov.au/newspaper/page/25603877
236348909,No title,1002,"Tribune (Sydney, NSW : 1939 - 1976)",6,1965-03-24,Article,196,Y,0,http://nla.gov.au/nla.news-article236348909,http://trove.nla.gov.au/newspaper/page/25603874
236348925,CORRECTION,1002,"Tribune (Sydney, NSW : 1939 - 1976)",3,1965-03-24,Article,50,N,0,http://nla.gov.au/nla.news-article236348925,http://trove.nla.gov.au/newspaper/page/25603871
236348941,"On the industrial scene GOVT. UNDER FIRE FOR 'NO' TO MARGINS LIFT ""Skullduggery'' alleged",1002,"Tribune (Sydney, NSW : 1939 - 1976)",10,1966-12-14,Article,577,N,0,http://nla.gov.au/nla.news-article236348941,http://trove.nla.gov.au/newspaper/page/25604960
236348957,"Twenty-five years ago it was Pearl Harbour; 2 months later came DARWIN SHAMBLES, HEROISM AND THE WHARFIES",1002,"Tribune (Sydney, NSW : 1939 - 1976)",6,1966-12-14,Article,1734,Y,0,http://nla.gov.au/nla.news-article236348957,http://trove.nla.gov.au/newspaper/page/25604957
236348973,He heard Nazi speak,1002,"Tribune (Sydney, NSW : 1939 - 1976)",12,1966-12-14,Article,307,N,0,http://nla.gov.au/nla.news-article236348973,http://trove.nla.gov.au/newspaper/page/25604962
236348989,Young unionists call for needs campaign,1002,"Tribune (Sydney, NSW : 1939 - 1976)",10,1966-09-21,Article,464,N,0,http://nla.gov.au/nla.news-article236348989,http://trove.nla.gov.au/newspaper/page/25604816
236349005,WHO'S AFRAID OF LIZ TAYLOR?,1002,"Tribune (Sydney, NSW : 1939 - 1976)",7,1966-09-21,Article,250,Y,0,http://nla.gov.au/nla.news-article236349005,http://trove.nla.gov.au/newspaper/page/25604813
236349021,TWO QUARTERLIES,1002,"Tribune (Sydney, NSW : 1939 - 1976)",5,1966-09-21,Article,250,N,0,http://nla.gov.au/nla.news-article236349021,http://trove.nla.gov.au/newspaper/page/25604811
236349037,Afro-Asians rubbish Holt,1002,"Tribune (Sydney, NSW : 1939 - 1976)",2,1966-09-21,Article,508,Y,0,http://nla.gov.au/nla.news-article236349037,http://trove.nla.gov.au/newspaper/page/25604808
236349053,America's Dunkirk,1002,"Tribune (Sydney, NSW : 1939 - 1976)",9,1965-04-21,Article,48,N,0,http://nla.gov.au/nla.news-article236349053,http://trove.nla.gov.au/newspaper/page/25603933
236349069,U.A.W. aids South African patriot,1002,"Tribune (Sydney, NSW : 1939 - 1976)",8,1965-04-21,Article,277,N,0,http://nla.gov.au/nla.news-article236349069,http://trove.nla.gov.au/newspaper/page/25603932
236349085,VIETNAM PRAISE FOR SOVIET AID AGAINST US WAR,1002,"Tribune (Sydney, NSW : 1939 - 1976)",1,1965-04-21,Article,760,Y,0,http://nla.gov.au/nla.news-article236349085,http://trove.nla.gov.au/newspaper/page/25603921
236349101,Help to save man from war scourge,1002,"Tribune (Sydney, NSW : 1939 - 1976)",5,1965-04-21,Article,362,N,0,http://nla.gov.au/nla.news-article236349101,http://trove.nla.gov.au/newspaper/page/25603925
236349117,What's On,1002,"Tribune (Sydney, NSW : 1939 - 1976)",11,1965-04-21,Article,345,N,0,http://nla.gov.au/nla.news-article236349117,http://trove.nla.gov.au/newspaper/page/25603935
236349133,Boumedienne in the USSR,1002,"Tribune (Sydney, NSW : 1939 - 1976)",11,1965-12-15,Article,134,N,0,http://nla.gov.au/nla.news-article236349133,http://trove.nla.gov.au/newspaper/page/25604357
236349149,Now is time for overseas ships,1002,"Tribune (Sydney, NSW : 1939 - 1976)",1,1965-12-15,Article,308,N,0,http://nla.gov.au/nla.news-article236349149,http://trove.nla.gov.au/newspaper/page/25604347
236349165,Aussies in Moscow,1002,"Tribune (Sydney, NSW : 1939 - 1976)",4,1965-12-15,Article,63,Y,0,http://nla.gov.au/nla.news-article236349165,http://trove.nla.gov.au/newspaper/page/25604350
236349181,16 weeks to go! 1995 TARGET £4000,1002,"Tribune (Sydney, NSW : 1939 - 1976)",11,1965-09-01,Article,212,N,0,http://nla.gov.au/nla.news-article236349181,http://trove.nla.gov.au/newspaper/page/25604177
236349197,Advertising,1002,"Tribune (Sydney, NSW : 1939 - 1976)",7,1965-09-01,Advertising,2,N,0,http://nla.gov.au/nla.news-article236349197,http://trove.nla.gov.au/newspaper/page/25604173
236349213,NSW PASSES RECRUIT TARGET,1002,"Tribune (Sydney, NSW : 1939 - 1976)",3,1965-09-01,Article,274,N,0,http://nla.gov.au/nla.news-article236349213,http://trove.nla.gov.au/newspaper/page/25604169
236349229,Announcing Selling fast at NEW WORLD,1002,"Tribune (Sydney, NSW : 1939 - 1976)",10,1965-04-07,Article,491,Y,0,http://nla.gov.au/nla.news-article236349229,http://trove.nla.gov.au/newspaper/page/25603906
236349245,COMMITTEE RUNS OFF THE RAILS,1002,"Tribune (Sydney, NSW : 1939 - 1976)",8,1965-04-07,Article,342,N,0,http://nla.gov.au/nla.news-article236349245,http://trove.nla.gov.au/newspaper/page/25603904
236349261,Youth Film Festival,1002,"Tribune (Sydney, NSW : 1939 - 1976)",7,1965-04-07,Article,215,N,0,http://nla.gov.au/nla.news-article236349261,http://trove.nla.gov.au/newspaper/page/25603903
236349277,POSTAL MEN REACT TO 'ABORTIVE' TALKS,1002,"Tribune (Sydney, NSW : 1939 - 1976)",12,1965-04-07,Article,188,N,0,http://nla.gov.au/nla.news-article236349277,http://trove.nla.gov.au/newspaper/page/25603908
236349293,W.A. WORKERS SAY NO TO INDENTURED LABOR,1002,"Tribune (Sydney, NSW : 1939 - 1976)",11,1965-04-07,Article,361,N,0,http://nla.gov.au/nla.news-article236349293,http://trove.nla.gov.au/newspaper/page/25603907
236349309,Advertising,1002,"Tribune (Sydney, NSW : 1939 - 1976)",9,1966-01-12,Advertising,176,N,0,http://nla.gov.au/nla.news-article236349309,http://trove.nla.gov.au/newspaper/page/25604387
236349325,Granny bestows a rare honor,1002,"Tribune (Sydney, NSW : 1939 - 1976)",7,1966-01-12,Article,493,N,0,http://nla.gov.au/nla.news-article236349325,http://trove.nla.gov.au/newspaper/page/25604385
236349341,U.S. troops in action American policy fails in San Domingo,1002,"Tribune (Sydney, NSW : 1939 - 1976)",4,1966-01-12,Article,238,Y,0,http://nla.gov.au/nla.news-article236349341,http://trove.nla.gov.au/newspaper/page/25604382
236349357,SA chemical workers on strike over service pay,1002,"Tribune (Sydney, NSW : 1939 - 1976)",10,1966-04-05,Article,194,N,0,http://nla.gov.au/nla.news-article236349357,http://trove.nla.gov.au/newspaper/page/25604529
236349373,Jails won't break the peace fighters,1002,"Tribune (Sydney, NSW : 1939 - 1976)",7,1966-04-05,Article,983,Y,0,http://nla.gov.au/nla.news-article236349373,http://trove.nla.gov.au/newspaper/page/25604526
236349389,Author replies to Tribune review,1002,"Tribune (Sydney, NSW : 1939 - 1976)",4,1966-04-05,Article,963,N,0,http://nla.gov.au/nla.news-article236349389,http://trove.nla.gov.au/newspaper/page/25604523
236349405,A fair go ! & cut taxes,1002,"Tribune (Sydney, NSW : 1939 - 1976)",12,1966-04-05,Article,536,N,0,http://nla.gov.au/nla.news-article236349405,http://trove.nla.gov.au/newspaper/page/25604531
236349421,Queen candidates,1002,"Tribune (Sydney, NSW : 1939 - 1976)",10,1965-04-13,Article,51,Y,0,http://nla.gov.au/nla.news-article236349421,http://trove.nla.gov.au/newspaper/page/25603918
236349437,Advertising,1002,"Tribune (Sydney, NSW : 1939 - 1976)",7,1965-04-13,Advertising,2,N,0,http://nla.gov.au/nla.news-article236349437,http://trove.nla.gov.au/newspaper/page/25603915
